ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト,コマ別テキストJSON,outfit_id
11,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): 動画比較の全景。陽斗が別々の映像を比較する。 セリフ: なし ナレーション: ［四角枠］映像は条件つきで読む。 オノマトペ: なし
2コマ目 (下・大): 陽斗の表情を大きく描く。 セリフ: 陽斗「似てるけど、撮り方が全部違う。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""映像は条件つきで読む。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""似てるけど、撮り方が全部違う。""}]",haruto_casual
12,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): 資料室の全景。714-Xの話題に入る前に佐伯が注意を置く。 セリフ: なし ナレーション: ［四角枠］断定と行動誘導に注意する。 オノマトペ: なし
2コマ目 (下・大): 佐伯の表情を大きく描く。 セリフ: 佐伯「ここからは医療判断に近い話です。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""断定と行動誘導に注意する。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""ここからは医療判断に近い話です。""}]",saeki_default
13,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。） / 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］怖さが判断を急がせる。 オノマトペ: なし
2コマ目 (中段): 美奈ががんや治療の言葉に緊張する。 セリフ: 美奈「この言葉が出ると、急に怖くなります。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""怖さが判断を急がせる。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""この言葉が出ると、急に怖くなります。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
14,テンプレ2,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ2: 右上 / 左上 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］相談先は医師などの専門家。 オノマトペ: なし
2コマ目 (左上): 佐伯が標準医療を中止しない原則を伝える。 セリフ: 佐伯「未確立な理論で受診を遅らせないでください。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""相談先は医師などの専門家。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""未確立な理論で受診を遅らせないでください。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",saeki_default
15,テンプレ4,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ4: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 公的情報ページ。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］低い温度は断定を避けるため。 オノマトペ: なし
2コマ目 (中段): 公的機関の情報を見る。 セリフ: 佐伯「公的情報は熱が低く見えても重要です。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""低い温度は断定を避けるため。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""公的情報は熱が低く見えても重要です。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",saeki_default
16,テンプレ6,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。） / 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ6: 右上 / 左上 / 右下 / 左下
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 図書館。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］希望は尊重し、根拠は別に見る。 オノマトペ: なし
2コマ目 (左上): 陽斗が希望を持つ人の気持ちを問う。 セリフ: 陽斗「希望を持った人の気持ちはどう扱うの？」 ナレーション: なし オノマトペ: なし
3コマ目 (右下): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""希望は尊重し、根拠は別に見る。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""希望を持った人の気持ちはどう扱うの？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",haruto_casual
17,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 相談机。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］人への共感と主張の検証を分ける。 オノマトペ: なし
2コマ目 (中段): 美奈が体験談に心を動かされる。 セリフ: 美奈「信じた人を否定したいわけじゃない。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""人への共感と主張の検証を分ける。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""信じた人を否定したいわけじゃない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",mina_casual
18,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): ホワイトボードの全景。迫害された発見者という物語を整理する。 セリフ: なし ナレーション: ［四角枠］権威の抵抗か、根拠不足か。 オノマトペ: なし
2コマ目 (下・大): 佐伯の表情を大きく描く。 セリフ: 佐伯「認められない理由を一つに決めない。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""権威の抵抗か、根拠不足か。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""認められない理由を一つに決めない。""}]",saeki_default
19,テンプレ3,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 美奈は添付の美奈.pngと100%同一の外見で描画（35歳女性、肩につく黒髪、淡いブルーのブラウス、ネイビーのロングスカート。健康情報に不安と好奇心を持つ読者代表。）
◆【補足情報】服装: mina_casual
◆【コマ構成】テンプレ3: 上・小 / 下・大
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上・小): 資料カードの全景。支持者の語りと批判者の論点をカード化する。 セリフ: なし ナレーション: ［四角枠］文脈を分けると熱が下がる。 オノマトペ: なし
2コマ目 (下・大): 美奈の表情を大きく描く。 セリフ: 美奈「同じ話でも、置く場所で見え方が変わる。」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""文脈を分けると熱が下がる。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""美奈"", ""text"": ""同じ話でも、置く場所で見え方が変わる。""}]",mina_casual
20,テンプレ5,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 陽斗は添付の陽斗.pngと100%同一の外見で描画（18歳男性、短めの黒髪、ライトグレーのパーカー、黒いパンツ。SNSや動画に詳しい若者。）
◆【補足情報】服装: haruto_casual
◆【コマ構成】テンプレ5: 上段 / 中段 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (上段): 窓際。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］敵の物語より検証の道筋を見る。 オノマトペ: なし
2コマ目 (中段): 陽斗が陰謀論的な展開への警戒を覚える。 セリフ: 陽斗「敵がいる話は、すごく拡散しやすい。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""敵の物語より検証の道筋を見る。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""陽斗"", ""text"": ""敵がいる話は、すごく拡散しやすい。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",haruto_casual
21,テンプレ2,"◆【注意】【】で囲まれた語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【医療安全】ソマチッドを診断法・治療法として推奨しない。標準医療の中止や受診遅れを促さない。健康行動は専門家相談を前提に描く。
◆【出力サイズ】2:3
◆【補足情報】上下左右に50ピクセルの余白。吹き出しと文字枠は読みやすく、文字量を詰め込みすぎない。
◆【絶対最優先】キャラクター外見: 佐伯は添付の佐伯.pngと100%同一の外見で描画（48歳男性、短い黒髪に少し白髪、薄い縁の眼鏡、白シャツと深緑のカーディガン。科学コミュニケーター。）
◆【補足情報】服装: saeki_default
◆【コマ構成】テンプレ2: 右上 / 左上 / 下段
◆【作画】ジャンル: 教養漫画に最適化した統一スタイル / 作画スタイル: 落ち着いた日本のアニメ・マンガ調、清潔な線画、フルカラー / 色調: 白・淡い青・深緑・暖かい橙をバランスよく使う / 演出: 不安を煽らず、図解・ノート・ホワイトボードを活用する
◆【ストーリー】
1コマ目 (右上): 講座室。状況が伝わる引きの絵。 セリフ: なし ナレーション: ［四角枠］賛成か反対かだけにしない。 オノマトペ: なし
2コマ目 (左上): 三人が歴史を賛否でなく文脈として読む。 セリフ: 佐伯「歴史は判定ではなく、読み方を教えます。」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ノートや図解で要点を整理する。 セリフ: なし ナレーション: ［四角枠］主張・根拠・行動を分けて読む。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""賛成か反対かだけにしない。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""佐伯"", ""text"": ""歴史は判定ではなく、読み方を教えます。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""主張・根拠・行動を分けて読む。""}]",saeki_default
