ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
11,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム①：出産とキャリアの分岐点

**——キャリアコンサルタントの視点から**

ミサキの不安は、決して大げさなものではありません。

厚生労働省の調査によると、第一子の出産を機に離職する女性の割合は依然として高く、約3〜5割とされています。「育休を取って復帰する」という選択は、制度上は可能でも、実際にはさまざまな壁が存在します。

**「マミートラック」という言葉を知っていますか？**

出産後に復帰しても、責任ある仕事から外される。昇進ルートから静かに外れていく。本人が望んでいなくても、「子供がいるから」という理由で、キャリアの選択肢が狭まっていく。これをマミートラックと呼びます。

制度上は同じポジションに復帰できるはず。でも実際には、自分がいない間にチームの体制が変わり、自分の役割が別の誰かに移っている——。「席はあるけど、居場所がない」。そんな経験をした女性は少なくありません。

**制度はあっても、""使える空気""があるかは別問題**

産休・育休制度は整ってきました。しかし「制度がある」ことと「使える」ことは違います。周囲の目、業務のしわ寄せ、復帰後の評価——。制度を使うことに罪悪感を覚えてしまう職場環境は、まだまだ少なくありません。

ミサキが感じた給湯室の会話。あれは、多くの女性が経験する「見えない壁」の一つです。

そして重要なのは、あの同僚たちも悪人ではないということです。彼女たちは自分の仕事が増えることに対して、当然の疲れを感じていただけです。誰かが休めば、誰かがカバーする。でもカバーした分の評価や報酬があるわけではない。

**不安を感じるのは、正常なことです**

ミサキは夜中にスマホで検索しました。「産休 復帰 不安」——。同じ検索をしたことがある方も多いのではないでしょうか。

不安を感じること自体は、何も間違っていません。むしろ、現実を直視しようとしている証拠です。

この物語は、ミサキがその不安と向き合い、自分なりの答えを見つけていく記録です。正解は一つではありません。でも、「知らなかった」から「知った上で選ぶ」に変わるだけで、未来の景色は大きく変わります。"
12,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第1章タイトル】「第1章：保育園落ちた」のタイトルページ。ミサキが赤ちゃんのひなたを片腕に抱きながら、もう片方の手で書類を書いている。テーブルに保育園申請書が散乱。背景に時計と哺乳瓶。 セリフ: なし オノマトペ: なし"
13,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 出産半年後。ミサキが赤ちゃんのひなたを抱きながら書類に記入している。テーブルに保育園申請書が積まれている。 セリフ: なし オノマトペ: カリカリ
2コマ目 (中段): 郵便受けから茶色い封筒を取り出すミサキの手。 セリフ: なし オノマトペ: ガサ…
3コマ目 (下段): 封筒の中身「不承諾」の三文字のアップ。ミサキの手が震えている。 セリフ: なし オノマトペ: ガーン"
14,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、山田課長は添付の山田課長.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / 山田課長: 紺のスーツに白シャツ（ネクタイなし） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): ミサキがスマホで会社に電話している。緊張した表情。 セリフ: ［ミサキ］の吹き出しに「在宅勤務の制度は…」 オノマトペ: なし
2コマ目 (上段左): 電話の向こうの山田課長（小さなイメージ）。申し訳なさそうな表情。 セリフ: ［山田課長］の吹き出しに「リモートは対応してなくて」 オノマトペ: なし
3コマ目 (下段): ミサキが電話を切った後、がっくりとうなだれている。ひなたが横で無邪気に笑っている対比。 セリフ: なし オノマトペ: ガクッ"
15,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): パソコン画面のアップ。社内チャットに知らないプロジェクト名と新人の名前が並んでいる。 セリフ: なし オノマトペ: なし
2コマ目 (下段右): ミサキがパソコン画面を見て愕然としている表情。 セリフ: ［ミサキ］の吹き出しに「私の居場所、まだある？」 オノマトペ: なし
3コマ目 (下段左): 育休延長申請書を書くミサキの手元。ペンを握る手に力が入っている。 セリフ: なし オノマトペ: カリ…"
16,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 暗い部屋。夜中にミサキが一人で泣いている赤ちゃんをあやしている。時計は深夜2時。 セリフ: なし オノマトペ: おぎゃあ おぎゃあ
2コマ目 (下段): 疲れ切った表情のミサキ。目の下にクマ。ひなたはようやく寝た。窓の外はまだ暗い。 セリフ: なし オノマトペ: すぅ…すぅ…"
17,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガンに白Tシャツ、デニムパンツ、白いスニーカー（外出着）
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 支援センターでママ友がミサキに話しかけている。明るい室内。 セリフ: ［ママ友］の吹き出しに「実家が近くて助かって〜」 オノマトペ: なし
2コマ目 (中段): ミサキが笑顔で答えている。でも目が笑っていない。 セリフ: ［ミサキ］の吹き出しに「いいなぁ」 オノマトペ: なし
3コマ目 (下段): 帰り道。ベビーカーを押すミサキの後ろ姿。うつむいている。夕暮れの道。 セリフ: なし オノマトペ: …"
18,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): 夜中の授乳シーン。ミサキがスマホで「育児中 在宅ワーク おすすめ」と検索している。画面にデータ入力時給800円、アンケート月5000円の文字。 セリフ: なし オノマトペ: カチカチ
2コマ目 (下段小): ミサキの涙ぐんだ目のアップ。スマホの光に照らされている。 セリフ: ［ミサキ］の吹き出しに「何ができるの……」 オノマトペ: ぽろ…"
19,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ひなたの寝顔のアップ。安らかに眠っている。 セリフ: なし オノマトペ: すぅ…
2コマ目 (下段大): ミサキがひなたの寝顔を見ながら泣いている。暗い部屋。涙が頬を伝う。 セリフ: ［ミサキ］の吹き出しに「ごめんね。ママ何もできなくて」 オノマトペ: ぽろぽろ"
20,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】暗闘の中、ひなたの寝顔を見つめるミサキの全身像。涙を流しながらも赤ちゃんの手を握っている。「何もできない自分」への悔しさと、母としての愛情が交差する1枚。第1章の締めくくり。 セリフ: なし オノマトペ: なし"
21,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム②：育休制度の「誰も幸せにならない」構造

**——キャリアコンサルタントの視点から**

ミサキの物語を読んで、「大変だな」と感じた方もいれば、「でも残された側だって大変だよ」と感じた方もいるかもしれません。実はその両方が正しい。そして、どちらも悪くない。**悪いのは制度設計です。**

**法改正で企業の義務は増えた。でも現場は？**

2025年4月の育児・介護休業法改正により、企業にはこれまで以上に子育て中の社員への配慮が求められるようになりました。テレワークの努力義務、短時間勤務の拡充、子の看護休暇の拡大——。法律上、会社は「対応しなければならない」ことが確実に増えています。

理念は正しい。しかし、法律が変わっても、現場の人員が増えるわけではありません。

**育休の構造的な欠陥——""誰がカバーするのか""問題**

育休は本来、「復帰する意思がある人」に認められる制度です。でも現実には、育児休業給付金を受け取りながら、最初から復帰するつもりがない人も一定数存在します。

そしてここに、構造的な問題があります。

育休期間は、産休を含めると約1年から最長2年。しかもいつ終わるか確定しない——保育園に入れれば1年で復帰するかもしれないし、入れなければ2年に延びるかもしれない。

この条件で「期間限定の欠員補充」を募集したとして、応募が集まるでしょうか？ 逆の立場で考えてみてください。「1年で終わるかもしれないし、2年になるかもしれません」——そんな求人に応募したいですか？

結果、補充は困難。残された社員が業務をカバーするしかない。でも、給料が上がるわけではない。評価されるわけでもない。ただ、負担だけが増える。

そして育休取得者が復帰せずに退職する。残された側はこう思います——「復帰するって言ったから、みんなでカバーしたのに」「最初からそう言ってくれれば、普通に欠員補充できたのに」と。

**誰も悪くない。でも、全員が損をしている。**

**権利の裏側にある、見えないしわ寄せ**

育休は労働者の権利です。それは間違いない。しかし今の制度設計は、権利の保障ばかりが先行し、その権利が行使されたときに発生する**周囲へのしわ寄せ**を正面から扱っていません。

大企業なら、部署間の異動や一時的な人員配置で対応できるかもしれません。でも、日本の企業の99.7%は中小企業です。5人、10人の職場で1人が長期離脱したら、残された人たちの負担は計り知れない。そこに法律だけが「対応しなさい」と言う。

これは、育休を取る人の問題でも、カバーする人の問題でもありません。**制度を作る側が、現場のリアリティを見ていない**のが問題なのです。

**ミサキも、同僚も、被害者である**

第1話で給湯室から聞こえた声を覚えていますか。「また産休か…しわ寄せこっちに来るんだよね」——。

あの同僚を責めることは簡単です。でも、その人もまた、制度の欠陥によって余計な負担を押しつけられた被害者です。

ミサキは制度に守られなかった。同僚は制度のしわ寄せを受けた。どちらも、個人の力ではどうしようもない構造の中にいます。

だからこそ、ミサキはこの先、「制度が変わるのを待つ」のではない道を選んでいくことになります。それは制度を否定する話ではありません。制度は変わるべきです。でも、変わるのを待っている間にも、人生は進んでいく。

**自分の力で選択肢を作ること。それもまた、一つの答えです。**"
22,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ケンタ: グレーのTシャツにネイビーのスウェットパンツ、黒い靴下
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第2章タイトル】「第2章：退職届」のタイトルページ。夜のリビング。ミサキとケンタがソファに向かい合って座っている。重い空気。テーブルの上に便箋とペン。 セリフ: なし オノマトペ: なし"
23,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ケンタ: 紺のスーツに白ワイシャツ、ネクタイを緩めた帰宅直後の姿
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 保育園の二次募集結果通知。また「不承諾」の文字。認可外も空きなしの張り紙。 セリフ: なし オノマトペ: なし
2コマ目 (中段): 夜のリビング。ケンタが珍しく早く帰宅し、ミサキに真剣な表情で話しかけている。 セリフ: ［ケンタ］の吹き出しに「一緒に考えたくて」 オノマトペ: なし
3コマ目 (下段): ミサキがうつむいている。言葉が出ない表情。 セリフ: なし オノマトペ: …"
