"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"11","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガン+白いTシャツ+デニムパンツ
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが過去の自分を回想するカット。オフィスで働いていた頃のシルエットが重なる。 セリフ: なし ナレーション: ［四角枠］ミサキはこれまで、自分の給料で自分の生活をまかなってきた。化粧品も、服も、友人との食事も、自分で稼いだお金で。今は、何もかもがケンタの収入頼みだった。 オノマトペ: なし
2コマ目 (下): ミサキが鏡の前で伸びた髪を触っている。服も地味になっている。 セリフ: なし ナレーション: ［四角枠］美容院にも行っていない。新しい服も買っていない。ママ友とのランチも、「今月はちょっと」と断ることが増えた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキはこれまで、自分の給料で自分の生活をまかなってきた。化粧品も、服も、友人との食事も、自分で稼いだお金で。今は、何もかもがケンタの収入頼みだった。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""美容院にも行っていない。新しい服も買っていない。ママ友とのランチも、「今月はちょっと」と断ることが増えた。""}]"
"12","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガン+白いTシャツ+デニムパンツ
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがスーパーの特売コーナーで値札を見つめている。買い物かごは必要最低限のもののみ。 セリフ: なし ナレーション: ［四角枠］「節約しなきゃ」と思うたびに、惨めな気持ちになった。 オノマトペ: なし
2コマ目 (下・小): ミサキの目元のクローズアップ。暗い影が落ちている。 セリフ: なし ナレーション: ［四角枠］節約すること自体が辛いのではない。自分で稼いでいないということが、ミサキのどこかをじわじわと蝕んでいた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""「節約しなきゃ」と思うたびに、惨めな気持ちになった。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""節約すること自体が辛いのではない。自分で稼いでいないということが、ミサキのどこかをじわじわと蝕んでいた。""}]"
"13","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画（34歳男性、短めの黒髪サイド刈り上げ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 夜のリビング。ソファに並んで座るミサキとケンタ。テレビは消えている。 セリフ: ［ケンタ］の吹き出しに「ミサキ、最近ちょっと元気ないね」 ナレーション: ［四角枠］夕食のあと、二人でソファに座っているとき。ひなたはもう寝ている。 オノマトペ: なし
2コマ目 (下左): ミサキが目をそらしている。 セリフ: ［ミサキ］の吹き出しに「そんなことないよ」 ナレーション: なし オノマトペ: なし
3コマ目 (下右): ケンタが少し悲しそうな表情で見つめている。 セリフ: ［ケンタ］の吹き出しに「……嘘つくなよ」 ナレーション: ［四角枠］優しく言われて、胸が痛んだ。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""ミサキ、最近ちょっと元気ないね""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""夕食のあと、二人でソファに座っているとき。ひなたはもう寝ている。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""そんなことないよ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""……嘘つくなよ""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""優しく言われて、胸が痛んだ。""}]"
"14","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画（34歳男性、短めの黒髪サイド刈り上げ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ケンタがミサキの方を向いて話しかけている。 セリフ: ［ケンタ］の吹き出しに「家計のこと、気にしてる？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキがうつむいている。 セリフ: ［ミサキ］の吹き出しに「……少しだけ」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ケンタが身を乗り出してミサキに語りかけている。 セリフ: ［ケンタ］の吹き出しに「俺の給料だけで回してるから、プレッシャー感じてるでしょ」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""家計のこと、気にしてる？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……少しだけ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""俺の給料だけで回してるから、プレッシャー感じてるでしょ""}]"
"15","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画（34歳男性、短めの黒髪サイド刈り上げ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが首を横に振っている。 セリフ: ［ミサキ］の吹き出しに「感じてないよ」 ナレーション: なし オノマトペ: なし
2コマ目 (下左): ケンタがまっすぐミサキを見つめている。真剣で優しい目。 セリフ: ［ケンタ］の吹き出しに「ミサキ」 ナレーション: ［四角枠］ケンタはまっすぐ見つめてきた。 オノマトペ: なし
3コマ目 (下右): ケンタが微笑みながら語りかけている。 セリフ: ［ケンタ］の吹き出しに「大丈夫だから。しばらくは俺が頑張るから」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""感じてないよ""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""ミサキ""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ケンタはまっすぐ見つめてきた。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""大丈夫だから。しばらくは俺が頑張るから""}]"
"16","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ケンタは添付のケンタ.pngと100%同一の外見で描画（34歳男性、短めの黒髪サイド刈り上げ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ケンタ: グレーのTシャツにネイビーのスウェットパンツ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが小さくうなずく。 セリフ: ［ミサキ］の吹き出しに「……うん」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ケンタが穏やかに微笑んでいる。 セリフ: ［ケンタ］の吹き出しに「ひなたのそばにいてくれるだけで、十分だよ」 ナレーション: ［四角枠］嬉しかった。救われた。でも同時に、その言葉が鋭く刺さった。 オノマトペ: なし
3コマ目 (下段): ミサキの心象風景。「いてくれるだけでいい」の言葉が大きく浮かぶ暗い背景。 セリフ: なし ナレーション: ［四角枠］——「いてくれるだけでいい」。それは、「あなたには他に何もできない」と言われているのと同じではないか。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……うん""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ケンタ"", ""text"": ""ひなたのそばにいてくれるだけで、十分だよ""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""嬉しかった。救われた。でも同時に、その言葉が鋭く刺さった。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""——「いてくれるだけでいい」。それは、「あなたには他に何もできない」と言われているのと同じではないか。""}]"
"17","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキが無理に笑顔を作っている。目は笑っていない。 セリフ: ［ミサキ］の吹き出しに「ありがとう」 ナレーション: ［四角枠］ケンタはそんなつもりで言っていない。わかっている。100パーセント善意だ。でも、善意の言葉は反論できない分、余計に深く刺さることがある。笑顔を作った。 オノマトペ: なし
2コマ目 (下・小): 暗い寝室。ミサキが枕に顔をうずめている。 セリフ: なし ナレーション: ［四角枠］部屋に戻ってから、枕に顔をうずめた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ありがとう""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ケンタはそんなつもりで言っていない。わかっている。100パーセント善意だ。でも、善意の言葉は反論できない分、余計に深く刺さることがある。笑顔を作った。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""部屋に戻ってから、枕に顔をうずめた。""}]"
"18","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガン+白いTシャツ+デニムパンツ
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 支援センターの室内。ミサキとゆかりさん（30代女性、明るい雰囲気）が子供を遊ばせながら話している。 セリフ: なし ナレーション: ［四角枠］支援センターで、ママ友のゆかりさんと話した。 オノマトペ: なし
2コマ目 (下左): ゆかりさんが嬉しそうに話している。 セリフ: ［ゆかり］の吹き出しに「うちね、夫が来月から時短にしてくれるの」 ナレーション: なし オノマトペ: なし
3コマ目 (下右): ミサキが驚いた表情。 セリフ: ［ミサキ］の吹き出しに「え、すごい。理解ある旦那さんだね」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""支援センターで、ママ友のゆかりさんと話した。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ゆかり"", ""text"": ""うちね、夫が来月から時短にしてくれるの""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""え、すごい。理解ある旦那さんだね""}]"
"19","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガン+白いTシャツ+デニムパンツ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ゆかりさんが笑顔で説明している。 セリフ: ［ゆかり］の吹き出しに「まあ、会社が推進してるみたいで。男性育休も取りやすい雰囲気らしいよ」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが羨ましそうに微笑む。 セリフ: ［ミサキ］の吹き出しに「いいなぁ」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ゆかりさんがミサキに尋ねている。 セリフ: ［ゆかり］の吹き出しに「佐藤さんの旦那さんは？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ゆかり"", ""text"": ""まあ、会社が推進してるみたいで。男性育休も取りやすい雰囲気らしいよ""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""いいなぁ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ゆかり"", ""text"": ""佐藤さんの旦那さんは？""}]"
"20","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガン+白いTシャツ+デニムパンツ
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキが苦笑いで答えている。心の中のモノローグが浮かぶ。 セリフ: ［ミサキ］の吹き出しに「うちは……ちょっと無理かな。繁忙期が続いてて」 ナレーション: ［四角枠］嘘ではない。でも、「無理かな」ではなく「聞いてもいない」が正確だった。ケンタに負担をかけたくなかった。ケンタは一人で家計を支えてくれている。その上、時短まで頼むなんて。 オノマトペ: なし
2コマ目 (下・小): ゆかりさんが楽しそうに提案している。 セリフ: ［ゆかり］の吹き出しに「あ、そうだ。今度のママ会、ちょっといいレストランにしない？ ○○ちゃんの誕生日だし」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""うちは……ちょっと無理かな。繁忙期が続いてて""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""嘘ではない。でも、「無理かな」ではなく「聞いてもいない」が正確だった。ケンタに負担をかけたくなかった。ケンタは一人で家計を支えてくれている。その上、時短まで頼むなんて。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ゆかり"", ""text"": ""あ、そうだ。今度のママ会、ちょっといいレストランにしない？ ○○ちゃんの誕生日だし""}]"
