ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
11,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ（深夜の授乳中）
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 深夜の暗い部屋。ミサキが赤ちゃんを抱きながらスマホを見ている。スマホ画面にはタクヤのウェビナー広告が表示されている。「AIで人生を変える90日プログラム」の文字。スマホの光がミサキの顔を青白く照らし、暗闇の中で希望の光のように浮かび上がる。表情は【驚き】【少しの興味】。◆【絶対最優先】画面上部に大きく装飾文字で「第2話」、その下に「画面の向こうの先輩」のタイトル文字を必ず描画してください。タイトルは画像内で最も目立つ要素にしてください。 セリフ: なし オノマトペ: パァァ"
12,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホでウェビナー広告の詳細を読んでいる。眉をひそめて画面を凝視。背景はドット柄。表情は【疑い】【警戒】。 セリフ: ［ミサキ］の吹き出しに「怪しい…詐欺じゃないよね」 オノマトペ: じーっ
2コマ目 (中段): ミサキがスマホを置いて考え込む。頭の上に「？」マーク。しかし目が気になっている様子。背景はストライプ。表情は【迷い】【好奇心】。 セリフ: ［ミサキ］の吹き出しに「…でも気になる」 オノマトペ: なし
3コマ目 (下段): 翌朝、明るいリビングでミサキが再びスマホで検索している。赤ちゃんをあやしながら片手でスマホ操作。背景は明るい窓辺。表情は【真剣】。 セリフ: ［ミサキ］の吹き出しに「もう一回調べてみよう」 オノマトペ: なし"
13,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ2: 上下均等2分割の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): スマホ画面のアップ。タクヤのプロフィールページが表示されている。「元営業マン→AI副業で月収100万円」の経歴、笑顔のタクヤのプロフィール写真。背景はスマホ画面の表現。 セリフ: なし オノマトペ: なし
2コマ目 (下段): プロフィールを読んでいるミサキ。目を見開いて少し身を乗り出している。背景は水玉模様（明るいトーン）。表情は【共感】【驚き】。 セリフ: ［ミサキ］の吹き出しに「営業マンだったんだ…私と同じ普通の会社員…」 オノマトペ: なし"
14,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ（読み順: 上→下右→下左）の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが暗い寝室でユウくん（赤ちゃん）を寝かしつけている。ベビーベッドに赤ちゃんを優しく置く。背景は暗い寝室、ナイトライトの柔らかい光。表情は【真剣】【母の顔】。 セリフ: ［ミサキ］の吹き出しに「おやすみ、ユウくん」 オノマトペ: すやすや
2コマ目 (下右): リビングに移動したミサキがノートPCを開く。画面の光が顔を照らす。背景はリビング、夜の暗さ。表情は【緊張】【期待】。 セリフ: ［ミサキ］の吹き出しに「よし…」 オノマトペ: パカッ
3コマ目 (下左): PC画面にZoomのウェビナー画面。タクヤが笑顔で手を振っている。画面越しの構図。背景はZoom画面の表現。表情はタクヤが【親しみやすい笑顔】。 セリフ: ［タクヤ］の吹き出しに「こんばんは！始めましょう」 オノマトペ: なし"
15,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): PC画面越しのタクヤ。自信ありげな表情で語りかける。背景はZoom画面風の演出。タクヤは黒縁メガネをかけ、白シャツ姿。表情は【誠実】【情熱的】。 セリフ: ［タクヤ］の吹き出しに「僕もWordとExcelしか使えなかった」 オノマトペ: なし
2コマ目 (中段): ミサキがPC画面に向かって身を乗り出している。目を見開いて食い入るように見ている。背景はフラッシュ演出（明るい光）。表情は【驚き】【共感】。 セリフ: ［ミサキ］の吹き出しに「えっ…私と同じ…！」 オノマトペ: ぱぁっ
3コマ目 (下段): タクヤがPC画面越しに真剣な表情で問いかける。指を立てて強調するポーズ。背景は集中線。表情は【真剣】。 セリフ: ［タクヤ］の吹き出しに「ChatGPTに質問するだけで終わってませんか？」 オノマトペ: ビシッ"
16,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ
◆【コマ構成】テンプレ7: 上左右2コマ+下1コマ（読み順: 上右→上左→下）の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上右): ミサキが胸に手を当てて「ドキッ」としている。図星を突かれた表情。背景はフラッシュ演出（ピンク系）。表情は【ドキッ】【図星】。 セリフ: なし オノマトペ: ドキッ
2コマ目 (上左): タクヤがPC画面越しに優しく微笑みながら語る。背景にキラキラ効果。表情は【優しい】【確信】。 セリフ: ［タクヤ］の吹き出しに「AIは作業をしてくれるんです」 オノマトペ: なし
3コマ目 (下段): 大きなコマ。タクヤが画面越しに力強く語りかける。背景に大きな文字で「大事なのは""何をやりたいか""」が浮かび上がる。集中線と効果線で強調。表情は【情熱】【力強さ】。 セリフ: ［タクヤ］の吹き出しに「大事なのは""何をやりたいか""です」 オノマトペ: ドンッ"
17,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ3: 上小・下大の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・小): PC画面に有料プログラムの案内が表示されている。「90日間AIビジネス構築プログラム」の文字と「¥29,800」の金額が大きく見える。背景はPC画面の表現。 セリフ: なし オノマトペ: なし
2コマ目 (下段・大): ミサキが画面を見つめて悩んでいる。片手を口元に当て、眉間にしわを寄せている。頭の周りに「自分への投資…」「でも…」「やってみたい…」の思考吹き出しが浮かぶ。背景はグラデーション（悩みの表現、紫〜灰色）。表情は【葛藤】【迷い】。 セリフ: ［ミサキ］の吹き出しに「自分への投資…どうしよう」 オノマトペ: うーん"
18,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、ケンタは添付のケンタ_20260329_224440.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ。ケンタはグレーTシャツにネイビースウェットパンツ（寝ている姿）
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホで通帳アプリを見ている。画面に「100,000」と残高が表示される。表情は【決意と不安の間】。背景はドット柄。 セリフ: ［ミサキ］の吹き出しに「私のお小遣い貯金…10万円」 オノマトペ: なし
2コマ目 (中段): 寝室でケンタが疲れて眠っている横顔。毎日遅くまで働いている夫の寝顔。背景は暗い寝室。ミサキの手がそっとケンタの布団をかけ直す。 セリフ: ［ミサキ］の吹き出しに「ケンタも頑張ってるのに…」 オノマトペ: すぅすぅ
3コマ目 (下段): ベビーベッドで眠るユウくん（赤ちゃん）の寝顔のアップ。小さな手がぎゅっと握られている。柔らかい光。背景はグラデーション（温かいオレンジ）。ミサキの目に決意が宿る。 セリフ: ［ミサキ］の吹き出しに「この子のために…自分に投資しよう」 オノマトペ: ギュッ"
19,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ4: 上大・下小の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・大): ミサキの心象風景。暗い空間の中にミサキが立っている。背後に「何もしなかったら何も変わらない」の文字が大きく浮かぶ。集中線で強調。ミサキの目に光が宿り始める。背景はグラデーション（暗い紺から明るいオレンジへ変化）。表情は【決意が芽生える】。 セリフ: ［ミサキ］の吹き出しに「何もしなかったら…何も変わらない」 オノマトペ: なし
2コマ目 (下段・小): ミサキの指がPC画面の「申し込む」ボタンの上に伸びていく手元のアップ。指先が震えている。背景は集中線。 セリフ: なし オノマトペ: ドキドキ"
20,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): クライマックスシーン。ミサキがPC画面の「申し込む」ボタンをクリックする瞬間。画面の光がミサキの顔を明るく照らしている。表情は【決意】【希望】【覚悟】。涙の跡が頬に残るが、目は力強く前を見ている。背景は暗い部屋だがPC画面からの光が放射状に広がり、ミサキを包み込む。集中線と効果線で「新しい一歩」を演出。 セリフ: ［ミサキ］の吹き出しに「変わるんだ…私」 オノマトペ: カチッ"
21,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第3話タイトルページ「はじめてのClaude Code」。ミサキが自宅のデスクでPCの前に緊張した面持ちで座っている。PC画面にはZoom通話が映り、タクヤが笑顔で手を振っている。部屋は明るく、窓から光が差し込む。 セリフ: ［ミサキ］の吹き出しに「いよいよですね…」 セリフ: ［タクヤ］の吹き出しに「大丈夫、一緒にやろう」 オノマトペ: ドキドキ"
22,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): Zoom画面越しにタクヤが自信を持って説明している。 セリフ: ［タクヤ］の吹き出しに「Claude Codeを使いましょう」 オノマトペ: なし
2コマ目 (中段): ミサキが不安そうな顔でPC画面を見ている。【困惑】の表情。 セリフ: ［ミサキ］の吹き出しに「プログラミングできないと…」 オノマトペ: なし
3コマ目 (下段): タクヤが手を横に振りながら笑顔で否定している。 セリフ: ［タクヤ］の吹き出しに「日本語で話しかけるだけ」 オノマトペ: なし"
