"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"11","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがパソコン画面を見ながら困惑している。タクヤが画面共有でアプリのアイコンを見せている。 セリフ: ［ミサキ］の吹き出しに「えっと、クロード・コード……？」 ナレーション: ［四角枠］壁① プログラミング オノマトペ: なし
2コマ目 (下段左): ミサキが正直に不安を打ち明けている。 セリフ: ［ミサキ］の吹き出しに「私、プログラミングとか全然できないんですけど……」 ナレーション: なし オノマトペ: なし
3コマ目 (下段右): タクヤが優しく笑っている。嫌な笑い方ではない温かい表情。 セリフ: ［タクヤ］の吹き出しに「大丈夫です。Claudeは、日本語で話しかけるだけで使えます」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""えっと、クロード・コード……？""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""壁① プログラミング""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""私、プログラミングとか全然できないんですけど……""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""大丈夫です。Claudeは、日本語で話しかけるだけで使えます""}]"
"12","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが驚いた表情。 セリフ: ［ミサキ］の吹き出しに「日本語で……？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): タクヤが丁寧に説明している。 セリフ: ［タクヤ］の吹き出しに「プログラミング言語は一切必要ありません。普段、人に話しかけるように伝えるだけです」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキがまだ半信半疑。 セリフ: ［ミサキ］の吹き出しに「本当ですか？」 ［タクヤ］の吹き出しに「本当です。実際にやってみましょう」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""日本語で……？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""プログラミング言語は一切必要ありません。普段、人に話しかけるように伝えるだけです""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""本当ですか？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""本当です。実際にやってみましょう""}]"
"13","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキがノートパソコンでClaudeのアプリを起動している。画面にはシンプルなチャットインターフェース。テキスト入力欄が見える。 セリフ: ［ミサキ］の吹き出しに「これ……普通のチャットアプリみたいですね」 ナレーション: ［四角枠］画面が開いた。テキストの入力欄がある。シンプルな画面だ オノマトペ: カチッ
2コマ目 (下段小): タクヤが画面越しに笑顔。 セリフ: ［タクヤ］の吹き出しに「そうなんです。LINEで友達に話しかけるのと、ほとんど同じ感覚です」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""これ……普通のチャットアプリみたいですね""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""画面が開いた。テキストの入力欄がある。シンプルな画面だ""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""そうなんです。LINEで友達に話しかけるのと、ほとんど同じ感覚です""}]"
"14","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段左): ミサキがおそるおそる質問している。 セリフ: ［ミサキ］の吹き出しに「AIって、なんか難しい設定とかインストールとか必要なんじゃ……」 ナレーション: ［四角枠］壁② 黒い画面 オノマトペ: なし
2コマ目 (上段右): タクヤが安心させるように説明。 セリフ: ［タクヤ］の吹き出しに「ブラウザで使えます。今開いているこの画面で、もう使えてますよ」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキが少し肩の力が抜けた表情。 セリフ: ［ミサキ］の吹き出しに「これだけ……？」 ［タクヤ］の吹き出しに「はい。怖くないでしょう？」 ナレーション: ［四角枠］ミサキは少しだけ肩の力が抜けた オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""AIって、なんか難しい設定とかインストールとか必要なんじゃ……""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""壁② 黒い画面""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""ブラウザで使えます。今開いているこの画面で、もう使えてますよ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""これだけ……？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""はい。怖くないでしょう？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは少しだけ肩の力が抜けた""}]"
"15","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが申し訳なさそうに。 セリフ: ［ミサキ］の吹き出しに「英語、全然ダメなんです。AIって、英語で使うものですよね？」 ナレーション: ［四角枠］壁③ 英語 オノマトペ: なし
2コマ目 (下段左): タクヤがまた笑っている。 セリフ: ［タクヤ］の吹き出しに「やってみましょう。入力欄に、日本語で何か聞いてみてください」 ナレーション: なし オノマトペ: なし
3コマ目 (下段右): ミサキが首をかしげている。 セリフ: ［ミサキ］の吹き出しに「何を聞けばいいですか？」 ［タクヤ］の吹き出しに「何でもいいですよ。今日の晩ごはんの献立でも」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""英語、全然ダメなんです。AIって、英語で使うものですよね？""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""壁③ 英語""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""やってみましょう。入力欄に、日本語で何か聞いてみてください""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""何を聞けばいいですか？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""何でもいいですよ。今日の晩ごはんの献立でも""}]"
"16","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ミサキの指がキーボードを恐る恐る叩いている手元のアップ。 セリフ: なし ナレーション: ［四角枠］ミサキは恐る恐る入力した オノマトペ: カタカタ…
2コマ目 (下段大): パソコン画面のアップ。入力欄に「今日の晩ごはん、冷蔵庫にキャベツと豚肉と卵があるんですけど、何か簡単に作れるものありますか？」と表示されている。エンターキーを押す瞬間。 セリフ: なし ナレーション: なし オノマトペ: ポチッ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは恐る恐る入力した""}]"
"17","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): ミサキがパソコン画面を食い入るように見ている。画面にはClaudeの日本語の回答がずらりと表示されている（回鍋肉のレシピなど）。ミサキの目が大きく見開かれ、驚きの表情。背景に集中線。 セリフ: ［ミサキ］の吹き出しに「……日本語だ」 ナレーション: ［四角枠］数秒後、画面に文字が流れ始めた。日本語だった オノマトペ: ザーッ","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……日本語だ""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""数秒後、画面に文字が流れ始めた。日本語だった""}]"
"18","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが得意げに微笑んでいる画面。 セリフ: ［タクヤ］の吹き出しに「でしょう？ 日本語で聞けば、日本語で答えてくれます」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキが画面をじっと見て感心している。 セリフ: ［ミサキ］の吹き出しに「これ……すごいですね。普通に日本語で会話してるみたい」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): タクヤが真面目な顔で説明。 セリフ: ［タクヤ］の吹き出しに「日本語でも十分実用的です。僕はほぼ全部日本語で使っています」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""でしょう？ 日本語で聞けば、日本語で答えてくれます""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""これ……すごいですね。普通に日本語で会話してるみたい""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""日本語でも十分実用的です。僕はほぼ全部日本語で使っています""}]"
"19","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 三つの壁が崩れ落ちるイメージ画。「プログラミング不要」「黒い画面じゃない」「英語もいらない」の文字が書かれた壁がガラガラと崩れている。その向こうにミサキが希望の光に包まれて立っている。 セリフ: なし ナレーション: ［四角枠］三つの壁が、あっけなく崩れた オノマトペ: ガラガラッ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""三つの壁が、あっけなく崩れた""}]"
"20","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがおそるおそる質問。 セリフ: ［ミサキ］の吹き出しに「じゃあ——本当に、私みたいな人でも使えるんですか？」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): タクヤが穏やかに聞き返す。 セリフ: ［タクヤ］の吹き出しに「佐藤さん""みたいな人""って？」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): ミサキが自信なく下を向いている。 セリフ: ［ミサキ］の吹き出しに「事務しかやったことない、スキルのない——」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""じゃあ——本当に、私みたいな人でも使えるんですか？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""佐藤さん\""みたいな人\""って？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""事務しかやったことない、スキルのない——""}]"
