ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
11,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 高橋が腕を組んで深刻な表情で朝礼を締めくくっている。背景に暗めのグラデーション。 セリフ: ［高橋］の吹き出しに「コスト意識を持て」 オノマトペ: なし
2コマ目 (下段右側): 朝礼後、美咲がデスクに戻りながら考え込んでいる表情。頭の上に「？」マーク。背景にドット模様。 セリフ: ［美咲］の吹き出しに「AIでコスト削減できる？」 オノマトペ: なし
3コマ目 (下段左側): 昼休み。社員食堂で美咲がトレイを持って席を探している。奥のテーブルに凛が座ってタブレットを見ている姿が見える。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「あ、凛さん！」 オノマトペ: なし"
12,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 社員食堂のテーブルで美咲と凛が向かい合って座っている。凛がタブレットを美咲に向けて見せている。背景に半円模様。 セリフ: ［美咲］の吹き出しに「凛さん、コストの話聞いて」 オノマトペ: なし
2コマ目 (中段): 凛のタブレットのアップ。画面には比較表が表示されている：「正社員1人＝年間660万円」「AI活用1人＝年間450万円」「差額＝212万円」。グラフで視覚的に表現。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「人件費とAIコストを比較するわ」 オノマトペ: なし
3コマ目 (下段): 美咲が驚きの表情で口を手で押さえている。目を大きく見開いている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「212万円も差が!?」 オノマトペ: ガーン"
13,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 凛が指を1本立てて解説している。知的で落ち着いた表情。背景にドット模様。 セリフ: ［凛］の吹き出しに「AI月額たった7200円よ」 オノマトペ: なし
2コマ目 (上段左側): 美咲が電卓を叩いている。計算結果を見て驚いている。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「時給換算で4.8時間分!?」 オノマトペ: ビクッ
3コマ目 (下段): 凛がタブレットで別のデータを見せている。画面には「生産性14%向上」「新人は34-35%向上」のグラフ。美咲が身を乗り出して見ている。背景にグラデーション。 セリフ: ［凛］の吹き出しに「生産性は14%も上がるの」 オノマトペ: なし"
14,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ4: 上下2分割（上段大→下段小）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・大): 凛がタブレットで円グラフを見せている。「AI活用者の92%が生産性向上を実感」という大きなグラフ。凛は自信に満ちた表情。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「92%が効果を実感してる」 オノマトペ: パァァ
2コマ目 (下段・小): 美咲がグッと拳を握りしめ、やる気に満ちた表情。目がキラキラ輝いている。背景に集中線。 セリフ: ［美咲］の吹き出しに「私も使いこなしたい！」 オノマトペ: なし"
15,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が真剣な表情で語りかけている。背景が暗くなり、緊迫感のある演出。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「でも注意点もあるわ」 オノマトペ: なし
2コマ目 (中段): 凛のタブレットにグラフが表示されている。「AI活用者」と「非活用者」の二極化を示す折れ線グラフ。差がどんどん開いていく様子。背景にドット模様。 セリフ: ［凛］の吹き出しに「二極化が始まっている」 オノマトペ: なし
3コマ目 (下段): 美咲が真剣な表情で凛を見つめている。決意を固めた顔。背景にグラデーション。 セリフ: ［美咲］の吹き出しに「置いていかれたくない」 オノマトペ: なし"
16,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート。高橋はチャコールグレーのスーツにネイビーのネクタイ
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): オフィスに戻った美咲がデスクでPCを開いている。周囲では高橋が部下に指示を出している。午後の業務風景。背景にストライプ模様。 セリフ: なし オノマトペ: なし
2コマ目 (下段右側): 美咲がこっそりスマホでAIツールの無料版を検索している。画面には複数のAIアプリが並んでいる。ワクワクした表情。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「無料版から始めよう」 オノマトペ: なし
3コマ目 (下段左側): 高橋が遠くから美咲のスマホ操作を見て、眉をひそめている。不審そうな表情。背景にドット模様。 セリフ: ［高橋］の吹き出しに「またスマホか…」 オノマトペ: むすっ"
17,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲はカジュアルな服装（自宅）、パーカーとジーンズ
◆【コマ構成】テンプレ2: 上下に均等2分割、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲の自宅。夜、デスクに座った美咲がノートPCでAIツール無料版をダウンロードしている。画面にはダウンロードボタンが大きく表示されている。温かい照明のリラックスした雰囲気。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「まずは無料版から…」 オノマトペ: なし
2コマ目 (下段): 美咲がAIツールの画面を開いて目を輝かせている。画面にはAIチャットのインターフェースが表示されている。期待と緊張が入り混じった表情。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「本当に使えるのかな」 オノマトペ: ぱぁっ"
18,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲はカジュアルな服装（自宅）、パーカーとジーンズ
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 美咲がAIに「報告書の書き方を教えて」と入力している画面のアップ。背景にドット模様。 セリフ: ［美咲］の吹き出しに「報告書の書き方を…」 オノマトペ: なし
2コマ目 (上段左側): AIからの回答が画面に表示されている。構成案やポイントが箇条書きで出ている。美咲が驚いた顔で画面を見つめている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「すごい、こんなに丁寧に！」 オノマトペ: ビクッ
3コマ目 (下段): 美咲が両手を合わせて感動している。目がキラキラ輝き、頬が紅潮している。背景にパァァと光が広がる演出。 セリフ: ［美咲］の吹き出しに「これは使える…！」 オノマトペ: パァァ"
19,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 翌日のオフィス。凛が廊下で美咲とすれ違い、美咲が嬉しそうに凛に駆け寄る。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「凛さん、AI試しました！」 オノマトペ: ダダダダ
2コマ目 (中段): 凛が微笑みながら美咲の話を聞いている。美咲は興奮気味に身振り手振りで話している。背景に半円模様。 セリフ: ［凛］の吹き出しに「どうだった？」 オノマトペ: なし
3コマ目 (下段): 美咲が両手を広げて「すごかった」と表現している。凛は満足げに頷いている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「報告書が一瞬で！」 オノマトペ: ぱぁっ"
20,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ3: 上下2分割（上段小→下段大）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・小): 凛が人差し指を立てて注意を促す表情。背景にドット模様。 セリフ: ［凛］の吹き出しに「大事なポイントがあるわ」 オノマトペ: なし
2コマ目 (下段・大): 凛がホワイトボードの前に立ち、図解を描いている。「使う人」と「使わない人」の差が広がる図。左側にAI活用者が上昇する矢印、右側に非活用者が横ばいの矢印。美咲が真剣にメモを取っている。背景にグラデーション。 セリフ: ［凛］の吹き出しに「格差は今この瞬間も広がってる」 オノマトペ: なし"
21,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛がタブレットで世界各国のAI導入率比較を見せている。日本が最下位に近い位置にあるグラフ。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「日本はAI後進国なの」 オノマトペ: なし
2コマ目 (下段右側): 美咲が悔しそうな表情で拳を握っている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「逆にチャンスだよね？」 オノマトペ: なし
3コマ目 (下段左側): 凛がニッコリ微笑んで美咲を見つめている。賛同の表情。背景に水玉模様。 セリフ: ［凛］の吹き出しに「その通り。先行者利益よ」 オノマトペ: ぱぁっ"
22,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー。美咲は白いブラウスにネイビーのタイトスカート
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が解説を続けている。手でグラフを指し示すポーズ。背景にドット模様。 セリフ: ［凛］の吹き出しに「特に若手は効果が大きい」 オノマトペ: なし
2コマ目 (中段): タブレット画面のアップ。「新人のAI活用 生産性34-35%向上」という棒グラフ。ベテランの14%と新人の35%を比較。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「新人は35%も生産性アップ」 オノマトペ: なし
3コマ目 (下段): 美咲が希望に満ちた表情で自分の胸に手を当てている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「若手の私にぴったりだ」 オノマトペ: キュン"
